ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Rudd,58,ALP,Minister for Ageing,Elliot1967,"Elliot, MJ",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Minister for Sport,Ellis1977,"Ellis, KM",2007-12-03,2010-06-24,1,
Rudd,58,ALP,"Minister for Indigenous Health, Rural and Regional Health and Regional Service Delivery",Snowdon1950,"Snowdon, WE",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary to the Minister for Health and Ageing,McLucas1958,"McLucas, Senator JE",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Parliamentary Secretary for Health,Butler1970,"Butler, MC",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Housing,Plibersek1969,"Plibersek, TJ",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Minister for the Status of Women,Plibersek1969,"Plibersek, TJ",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Disabilities and Children's Services,Shorten1967,"Shorten, WR",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Victorian Bushfire Reconstruction,Shorten1967,"Shorten, WR",2009-02-25,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for the Voluntary Sector,Stephens1954,"Stephens, Senator UM",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Regional Development and Northern Australia,Gray1958,"Gray, G",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Parliamentary Secretary for Northern and Western Australia,Gray1958,"Gray, G",2009-06-09,2010-06-24,1,
Rudd,58,ALP,"Parliamentary Secretary for Infrastructure, Transport, Regional Development and Local Government",McKew1953,"McKew, MM",2009-06-09,2010-06-24,1,
Rudd,58,ALP,"Minister for Small Business, Independent Contractors and the Service Economy",Emerson1954,"Emerson, CA",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Innovation and Industry,Marles1967,"Marles, RD",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister Assisting the Minister for Climate Change and Energy Efficiency,Combet1958,"Combet, GI",2010-03-08,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Water,Kelly1960,"Kelly, MJ",2009-02-25,2010-06-24,1,
Rudd,58,ALP,Minister for Home Affairs,Debus1943,"Debus, RJ",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Minister for Home Affairs,OConnor1962,"O'Connor, BPJ",2009-06-09,2010-06-24,1,
Gillard,59,ALP,Prime Minister,Gillard1961,"Gillard, JE",2010-06-24,2010-09-14,,
Gillard,59,ALP,Cabinet Secretary,Ludwig1959,"Ludwig, Senator JW",2010-06-24,2010-09-14,,
Gillard,59,ALP,Deputy Prime Minister,Swan1954,"Swan, WM",2010-06-24,2010-09-14,,
Gillard,59,ALP,Treasurer,Swan1954,"Swan, WM",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Immigration and Citizenship,Evans1958,"Evans, Senator CV",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Defence,Faulkner1954,"Faulkner, Senator JP",2010-06-24,2010-09-14,,
Gillard,59,ALP,Vice-President of the Executive Council,Faulkner1954,"Faulkner, Senator JP",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Trade,Crean1949,"Crean, SF",2010-06-24,2010-06-28,,
Gillard,59,ALP,Minister for Trade,Smith1955,"Smith, SF",2010-06-28,2010-09-14,,
Gillard,59,ALP,Minister for Foreign Affairs,Smith1955,"Smith, SF",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Health and Ageing,Roxon1967,"Roxon, NL",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Families, Housing, Community Services and Indigenous Affairs",Macklin1953,"Macklin, JL",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Education,Gillard1961,"Gillard, JE",2010-06-24,2010-06-28,,
Gillard,59,ALP,Minister for Education,Crean1949,"Crean, SF",2010-06-28,2010-09-14,,
Gillard,59,ALP,Minister for Employment and Workplace Relations,Gillard1961,"Gillard, JE",2010-06-24,2010-06-28,,
Gillard,59,ALP,Minister for Employment and Workplace Relations,Crean1949,"Crean, SF",2010-06-28,2010-09-14,,
Gillard,59,ALP,Minister for Social Inclusion,Gillard1961,"Gillard, JE",2010-06-24,2010-06-28,,
Gillard,59,ALP,Minister for Social Inclusion,Crean1949,"Crean, SF",2010-06-28,2010-09-14,,
Gillard,59,ALP,Minister for Finance and Deregulation,Tanner1956,"Tanner, LJ",2010-06-24,2010-09-03,,
Gillard,59,ALP,Special Minister of State,Ludwig1959,"Ludwig, Senator JW",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Infrastructure, Transport, Regional Development and Local Government",Albanese1963,"Albanese, AN",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Broadband, Communications and the Digital Economy",Conroy1963,"Conroy, Senator SM",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Innovation, Industry, Science and Research",Carr1955,"Carr, Senator KJ",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Climate Change, Energy Efficiency and Water",Wong1968,"Wong, Senator PYY",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Environment Protection, Heritage and the Arts",Garrett1953,"Garrett, PR",2010-06-24,2010-09-14,,
Gillard,59,ALP,Attorney-General,McClelland1958,"McClelland, RB",2010-06-24,2010-09-14,,
Gillard,59,ALP,"Minister for Agriculture, Fisheries and Forestry",Burke1969,"Burke, AS",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Resources and Energy,Ferguson1953,"Ferguson, MJ",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Tourism,Ferguson1953,"Ferguson, MJ",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister for Human Services,Bowen1973,"Bowen, CE",2010-06-24,2010-09-14,,
Gillard,59,ALP,Minister Assisting the Prime Minister for Government Service Delivery,Arbib1971,"Arbib, Senator MV",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary to the Prime Minister,Byrne1962,"Byrne, AM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Population,Burke1969,"Burke, AS",2010-06-24,2010-06-28,1,
Gillard,59,ALP,Minister for Sustainable Population,Burke1969,"Burke, AS",2010-06-28,2010-09-14,1,
Gillard,59,ALP,"Minister for Financial Services, Superannuation and Corporate Law",Bowen1973,"Bowen, CE",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Competition Policy and Consumer Affairs,Emerson1954,"Emerson, CA",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Assistant Treasurer,Sherry1955,"Sherry, Senator NJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Multicultural Affairs and Settlement Services,Ferguson1952,"Ferguson, LDT",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Veterans' Affairs,Griffin1960,"Griffin, AP",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Defence Personnel,Griffin1960,"Griffin, AP",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Defence Materiel and Science,Combet1958,"Combet, GI",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Defence Support,Kelly1960,"Kelly, MJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Trade,Byrne1962,"Byrne, AM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for International Development Assistance,McMullan1947,"McMullan, RF",2010-06-24,2010-09-14,1,
Gillard,59,ALP,"Minister for Indigenous Health, Rural and Regional Health and Regional Service Delivery",Snowdon1950,"Snowdon, WE",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Ageing,Elliot1967,"Elliot, MJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Sport,Ellis1977,"Ellis, KM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Health,Butler1970,"Butler, MC",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Housing,Plibersek1969,"Plibersek, TJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for the Status of Women,Plibersek1969,"Plibersek, TJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Disabilities and Children's Services,Shorten1967,"Shorten, WR",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Victorian Bushfire Reconstruction,Shorten1967,"Shorten, WR",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for the Voluntary Sector,Stephens1954,"Stephens, Senator UM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,"Minister for Early Childhood Education, Childcare and Youth",Ellis1977,"Ellis, KM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Employment Participation,Arbib1971,"Arbib, Senator MV",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Employment,Clare1972,"Clare, JD",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Social Inclusion,Stephens1954,"Stephens, Senator UM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister Assisting the Finance Minister on Deregulation,Emerson1954,"Emerson, CA",2010-06-24,2010-09-14,1,
Gillard,59,ALP,"Parliamentary Secretary for Infrastructure, Transport, Regional Development and Local Government",McKew1953,"McKew, MM",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Western and Northern Australia,Gray1958,"Gray, G",2010-06-24,2010-09-14,1,
Gillard,59,ALP,"Minister for Small Business, Independent Contractors and the Service Economy",Emerson1954,"Emerson, CA",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Innovation and Industry,Marles1967,"Marles, RD",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister Assisting the Minister for Climate Change and Energy Efficiency,Combet1958,"Combet, GI",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Parliamentary Secretary for Water,Kelly1960,"Kelly, MJ",2010-06-24,2010-09-14,1,
Gillard,59,ALP,Minister for Home Affairs,OConnor1962,"O'Connor, BPJ",2010-06-24,2010-09-14,1,
Gillard,60,ALP,Prime Minister,Gillard1961,"Gillard, JE",2010-09-14,2013-06-27,,
Gillard,60,ALP,Cabinet Secretary,Dreyfus1956,"Dreyfus, MA",2010-09-14,2013-02-04,,This office became a Cabinet position on 25.3.2013.
Gillard,60,ALP,Cabinet Secretary,Clare1972,"Clare, JD",2013-02-04,2013-06-27,,
Gillard,60,ALP,Deputy Prime Minister,Swan1954,"Swan, WM",2010-09-14,2013-06-27,,
Gillard,60,ALP,Treasurer,Swan1954,"Swan, WM",2010-09-14,2013-06-27,,
Gillard,60,ALP,"Minister for Tertiary Education, Skills, Jobs and Workplace Relations",Evans1958,"Evans, Senator CV",2010-09-14,2011-12-14,,
Gillard,60,ALP,"Minister for Tertiary Education, Skills, Science and Research",Evans1958,"Evans, Senator CV",2011-12-14,2013-02-04,,
Gillard,60,ALP,"Minister for Tertiary Education, Skills, Science and Research",Bowen1973,"Bowen, CE",2013-02-04,2013-03-25,,
Gillard,60,ALP,"Minister for Tertiary Education, Skills, Science and Research",Emerson1954,"Emerson, CA",2013-03-25,2013-06-27,,
Gillard,60,ALP,"Minister for School Education, Early Childhood and Youth",Garrett1953,"Garrett, PR",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister for Employment and Workplace Relations,Shorten1967,"Shorten, WR",2011-12-14,2013-06-27,,
Gillard,60,ALP,"Minister for Broadband, Communications and the Digital Economy",Conroy1963,"Conroy, Senator SM",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister Assisting the Prime Minister on Digital Productivity,Conroy1963,"Conroy, Senator SM",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister for Foreign Affairs,Rudd1957,"Rudd, KM",2010-09-14,2012-02-26,,
Gillard,60,ALP,Minister for Foreign Affairs,Carr1947,"Carr, Senator RJ",2012-03-13,2013-06-27,,
Gillard,60,ALP,Minister for Trade Competitiveness,Emerson1954,"Emerson, CA",2010-09-14,2012-03-05,,
Gillard,60,ALP,Minister for Trade Competitiveness,Emerson1954,"Emerson, CA",2012-03-05,2013-06-27,,
Gillard,60,ALP,Minister Assisting the Prime Minister on Asian Century Policy,Emerson1954,"Emerson, CA",2012-10-28,2013-06-27,,
Gillard,60,ALP,Minister for Defence,Smith1955,"Smith, SF",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister for Immigration and Citizenship,Bowen1973,"Bowen, CE",2010-09-14,2013-02-04,,
Gillard,60,ALP,Minister for Immigration and Citizenship,OConnor1962,"O'Connor, BP",2013-02-04,2013-06-27,,
Gillard,60,ALP,Minister for Infrastructure and Transport,Albanese1963,"Albanese, AN",2010-09-14,2013-06-27,,
Gillard,60,ALP,"Minister for Regional Australia, Regional Development and Local Government",Crean1949,"Crean, SF",2010-09-14,2013-03-21,,
Gillard,60,ALP,Minister for Regional Development and Local Government,Albanese1963,"Albanese, AN",2013-03-25,2013-06-27,,
Gillard,60,ALP,Minister for the Arts,Crean1949,"Crean, SF",2010-09-14,2013-03-21,,
Gillard,60,ALP,Minister for the Arts,Burke1969,"Burke, AS",2013-03-25,2013-06-27,,
Gillard,60,ALP,Minister for Health and Ageing,Roxon1967,"Roxon, NL",2010-09-14,2011-12-14,,
Gillard,60,ALP,Minister for Health,Plibersek1969,"Plibersek, TJ",2011-12-14,2013-06-27,,
Gillard,60,ALP,"Minister for Families, Housing, Community Services and Indigenous Affairs",Macklin1953,"Macklin, JL",2010-09-14,2011-12-14,,
Gillard,60,ALP,"Minister for Families, Community Services and Indigenous Affairs",Macklin1953,"Macklin, JL",2011-12-14,2013-06-27,,
Gillard,60,ALP,Minister for Disability Reform,Macklin1953,"Macklin, JL",2011-12-14,2013-06-27,,
Gillard,60,ALP,Minister for Housing,McClelland1958,"McClelland, RB",2011-12-14,2012-03-05,,
Gillard,60,ALP,Minister for Housing,OConnor1962,"O'Connor, BP",2012-03-05,2013-02-04,,
Gillard,60,ALP,Minister for Homelessness,McClelland1958,"McClelland, RB",2011-12-14,2012-03-05,,
Gillard,60,ALP,Minister for Homelessness,OConnor1962,"O'Connor, BP",2012-03-05,2013-02-04,,
Gillard,60,ALP,Minister for Housing and Homelessness,Butler1970,"Butler, MC",2013-02-04,2013-06-27,,
Gillard,60,ALP,"Minister for Sustainability, Environment, Water, Population and Communities",Burke1969,"Burke, AS",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister for Finance and Deregulation,Wong1968,"Wong, Senator PYY",2010-09-14,2013-06-27,,
Gillard,60,ALP,"Minister for Innovation, Industry, Science and Research",Carr1955,"Carr, Senator KJ",2010-09-14,2011-12-14,,
Gillard,60,ALP,Minister for Industry and Innovation,Combet1958,"Combet, GI",2011-12-14,2013-03-25,,
Gillard,60,ALP,Minister for Climate Change and Energy Efficiency,Combet1958,"Combet, GI",2010-09-14,2013-03-25,,
Gillard,60,ALP,"Minister for Climate Change, Industry and Innovation",Combet1958,"Combet, GI",2013-03-25,2013-06-27,,
Gillard,60,ALP,Attorney-General,McClelland1958,"McClelland, RB",2010-09-14,2011-12-14,,
Gillard,60,ALP,Attorney-General,Roxon1967,"Roxon, NL",2011-12-14,2013-02-04,,
Gillard,60,ALP,Attorney-General,Dreyfus1956,"Dreyfus, MA",2013-02-04,2013-06-27,,
Gillard,60,ALP,Minister for Emergency Management,McClelland1958,"McClelland, RB",2001-12-14,2012-03-05,,
Gillard,60,ALP,Minister for Emergency Management,Roxon1967,"Roxon, NL",2012-03-05,2013-02-04,,
Gillard,60,ALP,Minister for Emergency Management,Dreyfus1956,"Dreyfus, MA",2013-02-04,2013-06-27,,
Gillard,60,ALP,Vice-President of the Executive Council,McClelland1958,"McClelland, RB",2010-09-14,2012-03-05,,
Gillard,60,ALP,Vice-President of the Executive Council,Burke1969,"Burke, AS",2012-03-05,2013-06-27,,
Gillard,60,ALP,"Minister for Agriculture, Fisheries and Forestry",Ludwig1959,"Ludwig, Senator JW",2010-09-14,2013-06-27,,
Gillard,60,ALP,Minister for Resources and Energy,Ferguson1953,"Ferguson, MJ",2010-09-14,2013-03-25,,
Gillard,60,ALP,Minister for Resources and Energy,Gray1958,"Gray, G",2013-03-25,2013-06-27,,
Gillard,60,ALP,Minister for Tourism,Ferguson1953,"Ferguson, MJ",2010-09-14,2013-03-25,,
Gillard,60,ALP,Minister for Tourism,Gray1958,"Gray, G",2013-03-25,2013-06-27,,
Gillard,60,ALP,Minister for Human Services,Plibersek1969,"Plibersek, TJ",2010-09-14,2011-12-14,,
Gillard,60,ALP,Minister for Human Services,OConnor1962,"O'Connor, BP",2011-12-14,2012-03-05,,
Gillard,60,ALP,Minister for Human Services,Carr1955,"Carr, Senator KJ",2012-03-05,2012-03-25,,
Gillard,60,ALP,Minister for Human Services,McLucas1958,"McLucas, Senator JE",2012-03-25,2013-06-27,,
Gillard,60,ALP,Minister for Social Inclusion,Plibersek1969,"Plibersek, TJ",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Minister for Social Inclusion,Butler1970,"Butler, MC",2011-12-14,2013-06-27,1,
Gillard,60,ALP,Minister for Privacy and Freedom of Information,OConnor1962,"O'Connor, BPJ",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Special Minister of State for the Public Service and Integrity,Gray1958,"Gray, G",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Minister for the Public Service and Integrity,Gray1958,"Gray, G",2011-12-14,2013-03-25,1,
Gillard,60,ALP,Minister for the Public Service and Integrity,Dreyfus1956,"Dreyfus, MA",2013-03-25,2013-06-27,1,
Gillard,60,ALP,Minister Assisting the Prime Minister on the Centenary of ANZAC,Snowdon1950,"Snowdon, WE",2011-03-03,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary to the Prime Minister,Lundy1967,"Lundy, Senator KA",2010-09-14,2012-03-05,1,
Gillard,60,ALP,Parliamentary Secretary to the Prime Minister,McLucas1958,"McLucas, Senator JE",2012-03-05,2013-03-25,1,
Gillard,60,ALP,Parliamentary Secretary to the Prime Minister,Leigh1972,"Leigh, AK",2013-03-25,2013-06-27,1,
Gillard,60,ALP,Assistant Treasurer,Shorten1967,"Shorten, WR",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Assistant Treasurer,Arbib1971,"Arbib, Senator MV",2011-12-14,2012-03-05,1,
Gillard,60,ALP,Assistant Treasurer,Bradbury1976,"Bradbury, DJ",2012-03-05,2013-06-27,1,
Gillard,60,ALP,Minister for Financial Services and Superannuation,Shorten1967,"Shorten, WR",2010-09-14,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary to the Treasurer,Bradbury1976,"Bradbury, DJ",2010-09-14,2012-03-05,1,
Gillard,60,ALP,Parliamentary Secretary to the Treasurer,Ripoll1966,"Ripoll, BF",2012-03-05,2013-06-27,1,
Gillard,60,ALP,Minister for Employment Participation and Childcare,Ellis1977,"Ellis, KM",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Minister for Employment Participation,Ellis1977,"Ellis, KM",2011-12-14,2013-06-27,1,
Gillard,60,ALP,Minister for Early Childhood and Childcare,Ellis1977,"Ellis, KM",2011-12-14,2013-06-27,1,
Gillard,60,ALP,Minister for Indigenous Employment and Economic Development,Arbib1971,"Arbib, Senator MV",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Minister for Indigenous Employment and Economic Development,Collins1962,"Collins, JM",2011-12-14,2013-06-27,1,
Gillard,60,ALP,Minister Assisting for School Education,OConnor1962,"O'Connor, BP",2011-12-14,2012-03-05,1,
Gillard,60,ALP,Parliamentary Secretary for School Education and Workplace Relations,Collins1962,"Collins, Senator JMA",2010-09-14,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary for Higher Education and Skills,Bird1962,"Bird, SL",2012-03-05,2013-03-25,1,
Gillard,60,ALP,Minister for Higher Education and Skills,Bird1962,"Bird, SL",2013-03-25,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary for Foreign Affairs,Marles1967,"Marles, RD",2012-03-05,2013-03-22,1,
Gillard,60,ALP,Parliamentary Secretary for Trade,Elliot1967,"Elliot, MJ",2010-09-14,2013-02-04,1,
Gillard,60,ALP,Parliamentary Secretary for Trade,Thomson1955,"Thomson, KJ",2013-02-04,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary for Pacific Island Affairs,Marles1967,"Marles, RD",2010-09-14,2013-03-22,1,
Gillard,60,ALP,Parliamentary Secretary for Pacific Island Affairs,Thistlethwaite1972,"Thistlethwaite, Senator MJ",2013-03-22,2013-06-27,1,
Gillard,60,ALP,Minister for Veterans' Affairs,Snowdon1950,"Snowdon, WE",2010-09-14,2013-06-27,1,
Gillard,60,ALP,Minister for Defence Science and Personnel,Snowdon1950,"Snowdon, WE",2010-09-14,2013-06-27,1,
Gillard,60,ALP,Minister for Defence Materiel,Clare1972,"Clare, JD",2010-09-14,2011-12-14,1,
Gillard,60,ALP,Minister for Defence Materiel,Carr1955,"Carr, Senator KJ",2011-12-14,2012-03-05,1,
Gillard,60,ALP,Minister for Defence Materiel,Clare1972,"Clare, JD",2012-03-05,2013-02-04,1,
Gillard,60,ALP,Minister for Defence Materiel,Kelly1960,"Kelly, MJ",2013-02-04,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary for Defence,Feeney1970,"Feeney, Senator DI",2010-09-14,2013-06-27,1,
Gillard,60,ALP,Parliamentary Secretary for Defence,Kelly1960,"Kelly, MJ",2011-12-14,2013-02-04,1,
